2018-02-09 11:23:03,"CONTEST ALERT :- 

Who will be MAN OF THE MATCH in 4th ODI ( IND v SA )?

CONDITIONS :- 

👉 FOLLOW US ON TWITTER 
👉… https://t.co/ridiTaOmqX"
2018-02-09 11:23:02,"RT @ESPNcricinfo: Virat Kohli and wristspinners trample South Africa again 

Report: https://t.co/Yq4S4vWnak #SAvIND https://t.co/f4cggqDXxK"
2018-02-09 11:21:23,"RT @imjsk27: ODIs 💯 as a Captain
VIRAT KOHLI : 12  (in 46 Matches)
All Pakistani captains : 12 (in 889 Matches)
@imVkohli
#SAvIND"
2018-02-09 11:20:52,"RT @ZeeNewsSports: 'Kohli has made Chahal a brave bowler'
https://t.co/tQwOn0InOu #ViratKohli #YuzvendraChahal #SAvIND #INDvSA"
2018-02-09 11:20:42,RT @ddsportschannel: LIVE on DD Sports | 4th ODI | 10th February | 3:30PM onwards... #FourthUmpire #INDvSA #SAvIND https://t.co/DvOcpq3Aty
2018-02-09 11:20:27,RT @Cricketracker: All set for an epic Pink ODI tomorrow. #SAvIND https://t.co/LIfaRAi5Gs
2018-02-09 11:18:46,"#INDvSA: India had previously broken into unchartered territory at Newlands when, for the first time since they beg… https://t.co/dqdXrbS7fd"
2018-02-09 11:18:07,"RT @FantasyCricketP: AB De Villiers is back in the team for last 3 ODIs 
#INDvSA"
2018-02-09 11:18:04,"RT @cricketnext: India vs South Africa: 10 Reasons to Watch the Fourth ODI in Johannesburg

#INDvsSA #IndvSA #SAvsIND #SAvsIND 

https://t.…"
2018-02-09 11:17:59,"RT @bet365: Virat Kohli has now scored more ODI centuries (34) than David Warner, Joe Root and Steve Smith combined.

👏 

#SAvIND https://t…"
2018-02-09 11:17:26,RT @harbhajan_singh: Congratulations @msdhoni 1st Indian and fourth wicketkeeper to effect 400 dismissals #SAvIND that’s BIG number #400 👊…
2018-02-09 11:15:42,RT @Cricketracker: All set for an epic Pink ODI tomorrow. #SAvIND https://t.co/LIfaRAi5Gs
2018-02-09 11:15:37,RT @Cricketracker: @imVkohli's #ODI centuries vs opponents. #SAvIND https://t.co/uzcMNBnNsa
2018-02-09 11:15:32,"RT @ZeeNewsSports: 'Kohli has made Chahal a brave bowler'
https://t.co/tQwOn0InOu #ViratKohli #YuzvendraChahal #SAvIND #INDvSA"
2018-02-09 11:15:17,AB a maybe for Wanderers https://t.co/ed3UaDXBjs #cricket #SAvIND
2018-02-09 11:15:12,@imVkohli's #ODI centuries vs opponents. #SAvIND https://t.co/uzcMNBnNsa
2018-02-09 11:14:47,"RT @StarSportsIndia: 6s: 2⃣
4s: 1⃣2⃣
3s: 1⃣
2s: 1⃣1⃣
1s: 7⃣5⃣

@imVkohli's gritty knock in the 3rd #SAvIND ODI saw many records fall at his…"
2018-02-09 11:14:13,"First time South Africa have lost first three matches of any series at home, and 4th time overall. Just before this… https://t.co/HYrHMm952S"
2018-02-09 11:14:12,"Kohli is rewriting batting records of Tendulkar and captaincy records of likes of Ponting, Dhoni. By his retirement… https://t.co/vA5ZjGFucq"
2018-02-09 11:14:07,"First time South Africa have lost first three matches of any series at home, and 4th time overall. Just before this… https://t.co/8Pd4CpjUao"
2018-02-09 11:14:06,"Kohli is rewriting batting records of Tendulkar and captaincy records of likes of Ponting, Dhoni. By his retirement… https://t.co/jk6FPN6b92"
